datum,tekst
2026-12-08,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-09,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-10,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-11,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-12,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-13,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-14,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-15,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-16,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-17,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-18,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-19,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-20,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-21,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-22,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-23,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-24,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-25,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-26,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-27,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-28,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-29,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2026-12-30,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2026-12-31,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-01,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-02,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-03,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-04,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-05,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-06,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-07,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-08,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-09,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-10,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-11,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-12,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-13,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-14,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-15,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-16,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-17,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-18,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-19,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-20,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-21,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-22,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-23,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-24,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-25,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-26,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-27,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-28,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-29,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-01-30,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-01-31,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-01,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-02,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-03,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-04,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-05,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-06,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-07,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-08,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-09,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-10,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-11,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-12,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-13,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-14,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-15,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-16,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-17,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-18,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-19,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-20,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-21,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-22,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-23,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-24,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-25,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-26,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-02-27,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-02-28,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-01,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-02,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-03,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-04,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-05,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-06,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-07,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-08,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-09,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-10,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-11,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-12,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-13,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-14,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-15,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-16,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-17,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-18,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-19,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-20,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-21,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-22,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-23,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-24,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-25,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-26,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-27,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-28,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-29,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-03-30,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-03-31,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-01,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-02,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-03,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-04,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-05,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-06,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-07,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-08,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-09,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-10,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-11,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-12,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-13,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-14,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-15,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-16,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-17,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-18,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-19,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-20,"Jouw tempo is ook tempo: neem water, adem, en begin opnieuw, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-21,"Vandaag mag je zacht beginnen: kies één ding dat belangrijk is en laat de rest even wachten, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-22,"Je hoeft niets te bewijzen vandaag: gun jezelf pauze zonder schuldgevoel, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-23,"Adem even, je bent hier: vertrouw op je rustige ademhaling, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-24,"Ook op trage dagen ben je waardevol: ook met twijfel mag je vooruitgaan, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-25,"Dit is je vriendelijke herinnering: vraag hulp als het zwaar voelt, dat is moed, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-26,"Je draagt veel, en toch sta je hier: je hoeft nu alleen de volgende stap te zien, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-27,"Zelfs kleine stappen tellen: elke dag hoef je maar opnieuw te kiezen, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-28,"Je hoeft niet perfect te zijn: zet je schouders los en laat spanning wegsmelten, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-04-29,"Je mag het lichter maken voor jezelf: je hoeft niet alles alleen te dragen, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-04-30,"Vandaag kies je voor mildheid: je bent meer dan je to-do lijst, Dit is genoeg voor vandaag. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-05-01,"Neem even ruimte voor jezelf: jij mag rust nemen voordat je op bent, Je doet het beter dan je denkt. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-05-02,"Je bent niet achter, je bent onderweg: een zachte grens zetten is ook zelfzorg, Je mag vertrouwen op jezelf. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-05-03,"Ook stilte kan helend zijn: je aanwezigheid is waardevol, Morgen krijg je een nieuwe kans. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-05-04,"Je mag vertrouwen op kleine vooruitgang: zelfcompassie maakt je niet zwak maar menselijk, Ik ben trots op je volhouden. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-05-05,"Dit moment is genoeg om opnieuw te starten: wees even vriendelijk voor jezelf zoals voor een goede vriend, Je bent welkom precies zoals je bent. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-05-06,"Wat je voelt mag er zijn: een kleine stap vandaag maakt morgen zachter, Hou vol, met zachtheid. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-05-07,"Je hart mag even rusten: laat vergelijking los en blijf bij je eigen pad, Je bent niet alleen. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
2027-05-08,"Je hoeft niet alles nu op te lossen: herinner jezelf eraan dat je al veel hebt doorstaan, Dank je dat je blijft proberen. Mini-actie: Leg je hand op je hart en zeg: ik mag rustig zijn."
2027-05-09,"Je bent sterker dan je denkt: je bent niet je moeilijke moment, Rustig is ook vooruitgang. Mini-actie: Adem 4 tellen in en 6 tellen uit, drie keer."
